,correct,wrong
51,در عراق آخر هفته دو روز است، جمعه و شنبه بیشتر مردم عراق به پارک یا شهربازی می‌روند اما خیلی کم به سینما و تئاتر می‌روند چون بعد از جنگ سینما و تئاتر خراب شده و می‌ماننددونهمی‌کنندکنار می‌زنند/ بزنند . بیشتر مردم بصره شنا بلدند و در فصل تابستان شنا می‌کنند.,در عراق آخر هفته دو روز است، جمعه و شنبه بیشتر مردم عراق به پارک یا شهربازی می‌روند اما خیلی کم به سینما و تئاتر می‌روند چون بعد از جنگ سینما و تئاتر خراب شده و چنتا سینما می‌مانند . در شهرمان یک دونه سینما کار می‌کنند . در شهرمان خیلی زیاد رودخانه داریم و در دو کنار رودخانه پارک داریم. مردم خیلی دوست دارند با کشتی سوار شوند و در رودخانه دور می‌زنند/ . بیشتر مردم بصره شنا بلدند و در فصل تابستان شنا می‌کنند.
52,من رافه هستیم. من عراقی هستم . شغل من استاد دانشگاه بصره است، من متأهل هستم و پنج تا بچه دارم. من دوست دارم آدم خوبی باشم.,من رافه هستیم. من عراقیم . شغل من استاد دانشگاه بصره است، من متأهل هستم و پنج تا بچه دارم. من دوست دارم آدمی خوب باشم.
53,من علاء هستم، 37 سال دارم، من دانشجو در دانشگاه تهران هستم و در ایران زندگی می‌کنم ولی قبلاً در عراق زندگی می کردم چون من عراقی هستم من هم استاد هستم و هم دامپزشکی. الان تنها زندگی می‌کنم. من قبلاً متاهل بودم من هر هفته 3 روز برای آموزش زبان فارسی به تجریش می‌روم.,من علاء هستم، 37 سال دارم، من دانشجو در تهران دانشگاه و در ایران زندگی می‌کنم ولی قبلاً در عراق زندگی کردم چون من عراقیم من هم استاد هستم و هم دامپزشکی. الان تنها زندگی می‌کنم. ما قبلاً متاهل بودم من هر هفته 3 روز برای آموزش زبان فارسی به تجریش می‌روم.
54,اسم من Juho است. من کره ای هستم. من الان در تهران زندگی می‌کنم. من کارمند هستم اما فارسی درس می‌خوانم. خانواده من در کره هستند.,اسم من Juho است. من کره‌ی هستم. من الان در تهران زندگی می‌کنم. من کارمند هستم اما فارسی درس می‌خوانم. خانواده من در کره هستند.
55,مردم‌های من تعطیلات آخر هفته را با خانواده‌شان می گذرانند . آنها بیرون می‌روند. برای هوا خوری و غذا می‌خورند در رستوران.,مردم‌های من در تعطیلات آخر هفته را با خانواده‌شان می‌گذارند می گذرانند . آنها بیرون می‌روند. برای جوب هوا خوری یا و غذا می‌خورند در رستوران.
56,معمولاً در هفته همه‌ی خانواده زیاد جمع نمی شوند . پس آنها جمع شدن خانواده را خیلی دوست دارند.,معمولاً در هفته همه‌ی خانواده زیاد جمع نمی‌زنند . پس آنها برای جمع زدن شدن خانواده را خیلی دوست دارند.
57,من اکسانا هستم. من اوکرانی هستم . 30 سال پیش به دنیا آمدم. ولی الان در ایران زندگی می‌کنم چون با مرد ایرانی ازدواج کردم. 4 ماه پیش از اوکراین به ایران با هم آمدیم برای زندگی کردن. من هم ایران دوست دارم هم اوکراین را ولی زندگی برای زن در ایران از اوکراین سخت‌تر است.,من اکسانا هستم. من اوکرانییم . 30 سال پیش به دنیا آمدم. ولی الان در ایران زندگی می‌کنم چون با مرد ایرانی ازدواج کردم. 4 ماه پیش از اوکراین به ایران بهم آمدیم برای زندگی کردن. من هم ایران دوست دارم هم اوکراین ولی زندگی برای زن در ایران از اوکراین سخت‌تر است.
58,10- کدام,10- کدوم
59,من بایرام کوچ هستم. من در ترکیه به دنیا آمده ام . بعد مدرسه متوسطه با خانواده‌ام به کویت رفتیم . در کویت در مدرسه خارجی درس خواندم. پدرم در کشور کویت کار می کرد . و بعد صدام حسین آمد به کویت همه‌ی زندگی مردم خراب شد. و بعد ما برگشتیم به کشورم ترکیه. بنابراین من عربی هم بلدم.,من بایرام کوچ هستم. من در ترکیه به دنیا آمدم . بعد مدرسه متوسط به خانواده‌ام از کویت می‌رفتیم . در کویت به مدرسه خارجی درس خواندم. پدرم در کشور کویت کار می‌کند . و بعد صدام حسین می‌آید به کویت همه‌ی زندگی مردم خراب شد. و بعد اما برگشتیم به کشورم ترکیه. بنابراین من عربی هم بلدم.
60,من سلمی هستم و اهل مراکش ام. 26 سال دارم و الان در ایران تنها زندگی می‌کنم. من مجردم. وقتی در کشورم بودم در یک شرکت فرانسوی کار می‌کردم آن جا مدیر بودم اما الان دانشجو هستم و در دانشگاه تهران فارسی می‌خوانم. خانواده من در مراکش زندگی می کنند. فقط یک برادر دارم اما خواهر ندارم. برادرم 2 سال پیش ازدواج کرد و الان یک دختر دارد. اسم دخترش دانا است. دخترش را خیلی دوست دارم. من زود او را می‌بینم.,من سلمی هستم و اهل مراکش ام. 26 سال دارم و الان در ایران تنها زندگی می‌کنم. من مجردم. وقتی در کشورم بودم در یک شرکت فرانسوی کار می‌کردم اونجا مدیر بودم اما الان دانشجو هستم و در دانشگاه تهران فارسی می‌خوانم. خانواده من در مراکش زندگی می کنند. فقط یک برادر دارم اما خواهر ندارم. برادرم 2 سال پیش ازدواج کرد و الان یک دختر دارد. اسم دخترش دانا است. دخترش خیلی را دوست دارم. من زود او را می‌بینم.
61,بعضی مردم کشورم تعطیلات آخر هفته کنار دریا می‌روند و آنجا غذا می‌خورند، بستنی می‌خورند، و ؟؟ بازی می‌کنند. بعضی مردم شنا می‌کنند و بعضی مردم می دوند یا فوتبال بازی می‌کنند، و بعضی از آنها سوار ؟ می‌شوند. بعضی مردم بیرون شهر کازابلانکا می‌روند. به شهر مراکش یا شهر رباط می‌روند. شهر مراکش خیلی خوب است، خیلی قشنگ است و بیشتر مراکشی‌ها این شهر را خیلی دوست دارند.,بعضی مردم کشورم تعطیلات آخر هفته کنار دریا می‌روند و آنجا غذا می‌خورند، بستنی می‌خورند، و ؟؟ بازی می‌کنند. بعضی مردم شنا می‌کنند و بعضی مردم دونده یا فوتبال می‌کنند، و بعضی از آنها سوار می‌شوند. بعضی مردم بیرون شهر کازابلانکا می‌روند. به شهر مراکش یا شهر رباط می‌روند. شهر مراکش خیلی خوب است، خیلی قشنگ است و بیشتر مراکشی‌ها این شهر را خیلی دوست دارند.
62,من معمولاً از ساعت شش بیدار می‌شوم، به حمام می‌روم، و بعداً صبحانه درست می کنم و ساعت 7:30 لباس می پوشم و به دانشگاه می‌روم. ساعت 8:20 کلاس دارم تا ساعت 12. ظهر به رستوران دانشگاه می‌روم بعداً به کتابخانه می‌روم کتاب می خوانم تا ساعت «4» بعدازظهر به خوابگاه می‌روم. لباس جدید می پوشم و یک ساعت می‌خوابم و ساعت هفت عصر به پارک لاله می‌روم. ساعت 9 به خوابگاه می‌آیم و شام می‌خورم. درس می خوانم تا ساعت 12 می خوابم .,من معمولاً از ساعت شش بیدار می‌شوم، به حمام می‌روم، و بعداً صبحانه درست می‌کنیم و ساعت 7:30 لباس پوشیدم و به دانشگاه می‌روم. ساعت 8:20 کلاس دارم تا ساعت 12. از ظهر به رستوران دانشگاه می‌روم بعداً به کتابخانه می‌روم کتاب می‌خونم می خوانم تا ساعت «4» بعدازظهر به خوابگاه می‌روم. لباس جدید پوشیدم می پوشم و یک ساعت می‌خوابم تا و ساعت هفت عصر به پارک لاله می‌روم. ساعت 9 به خوابگاه می‌آیم و شام می‌خورم. درس می‌خونم می خوانم تا ساعت 12 خوابیم می خوابم .
